user,username,timestamp,post,permalink,reposts,likes,impressions,quotes,replies,bookmarks,value,report_file,date,time,relevance,anti RSF,pro RSF,anti SAF,pro SAF,"Pro peace,",anti peace,Pro War,anti war,pro civilian,anti civilians,not specified,no polarisation,Geopolticis,Sudanese,Not Sudanese,Sudanese N/A,Likely bot,Likely not a bot,Cannot be identified.,News,Not about Sudan,Annotation Confidence,code
دقن الباشا 🇸🇩, @7Dreems403,2023-12-29 06:51:55,"@MRMR4389 عشان ما عندنا جيش وطني ياهو جيش كرتي
والعالم كلو عارف ان الجيش تحت سلطة الكيزان ولا دولة وماف دولة دعمتهم",https://www.twitter.com/user/status/1740626682388644196,0,1,31,0,0,0,0.1,Report 5-1,2023-12-29,06:51:55,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,9.0,1740626682388644196
mohamed kamal(موكا حاره), @mohamadkamalmu1,2023-06-29 10:06:06,مليشيا الدعم السريع هي الفتحت السجون 🤷 https://t.co/GGZdo6ZP9U,https://www.twitter.com/user/status/1674358572774244354,0,0,28,0,0,0,7.62,Report 2,2023-06-29,10:06:06,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,9.0,1674358572774244354
Rasd Sudan Network شبكة رصد السودان, @rasd_sudan,2023-04-15 22:04:44,""" تنبيــــه هــــام ""

نظراً لقرب حي بيت المال من مواقع عسكرية مهمة ( مبنى الإذاعة والتلفزيون ومعسكر مليشيا الدعم السريع ببحري وكبري شمبات ) ؛ نتوقع إشتباك مسلح عنيف في هذه المناطق وما حولها .. 

لذا نرجو من المواطنين في حي بيت المال وما جاورها من الأحياء البقاء في مكان آمن https://t.co/i6I2XAnWVd",https://www.twitter.com/user/status/1647360333839843328,4,20,2535,0,1,0,15.21,Report 1-3,2023-04-15,22:04:44,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,10.0,1647360333839843328
Dr. Moataz, @EkrmaD,2023-12-30 19:20:54,@ibrahim18276051 طيب بعد ينجح الشعب في دحر التمرد يمشو بيوتهم ويجي الجيش راجع لمواصلة حكم البلاد والعباد ولا الفهم شنو ممكن تشرحوا لينا يا بلابسسسة لاننا شعب مغفل نموت ليكم وتجو تحكمو صح بجد لزيزييين 😭😂,https://www.twitter.com/user/status/1741177559088325010,0,1,9,0,0,0,0.07,Report 5-3,2023-12-30,19:20:54,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.0,1741177559088325010
الديار, @eldyarnet,2023-08-29 21:29:51,"البرهان يعود الى السودان  بعد زيارة لمصر.. وقصف عنيف لـ”الدعم السريع” في دارفور

https://t.co/uPYyYIhKf0

الحقيقة_في_وضح_النهار#
أخبار_مصر#
أخبار_السعودية#
الخليج#
 #الإمارات#
 #السعودية#   
#الكويت#
#قطر#
#عمان#
أخبار_العرب#
أخبار_العالم# https://t.co/sLjZPZ4vhG",https://www.twitter.com/user/status/1696636303729692899,0,0,6,0,0,0,1.73,Report 3-1,2023-08-29,21:29:51,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,10.0,1696636303729692899
أكواس الكيزان,  @abasmas,2023-04-15 22:45:18,"@KhabeerNawal @merghani_mekki لا حول ولا قوة الا بالله
ناس نايمين في امان في بيوتهم على  حساب أرواح ودماء أبناء الجيش الذين يواجهون الموقف بالعرق والدماء والدموع.. الا يخشى هؤلاء الظلمة الواقفين ضد الجيش من دعوة مظلوم في هذه الليالي الطيبة
نسأل الله الهداية للجميع",https://www.twitter.com/user/status/1647370542134034432,0,2,70,0,1,0,1.04,Report 1-3,2023-04-15,22:45:18,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,9.0,1647370542134034432
تاقرفت London, @TaqrftA,2023-06-27 20:34:47,الخرطوم الآن.. خطاب رئيس مجلس السيادة السوداني.  البرهان.3 https://t.co/ZkSU2bVcLD,https://www.twitter.com/user/status/1673792011839709184,0,4,725,0,0,0,2.86,Report 2-2,2023-06-27,20:34:47,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,9.0,1673792011839709184
Mohamed Khalid, @KhalidAlnjdamkh,2023-06-29 03:11:54,@ajabrah2030 إذا فتحت خشمك يوم عن السودان . ح ابلك زي بل الجيش للدعامه الزمن حدودك وقلع,https://www.twitter.com/user/status/1674254336254263298,0,1,100,0,0,0,0.0,Report 2,2023-06-29,03:11:54,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,8.0,1674254336254263298
&€¥@$, @Sa41035992,2023-12-29 16:38:43,"@karimhussam11 @alrabea_abdo الرجل القايد ع الفتاح البرهان اليوم كان معنا في المسجد وبكامل صحته وقوته لا يصيبه مكروه طالما يلتف حوله شعب عظيم 
موتوا بغيظكم",https://www.twitter.com/user/status/1740774355880247529,0,0,22,0,0,0,0.01,Report 5-1,2023-12-29,16:38:43,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.0,1740774355880247529
MOSAB BAKRY, @mosab_4_u,2023-04-15 21:03:04,"#الولاية_الشمالية

قائد قوات الدعم السريع في الولاية الشمالية يسلم معسكر الدبه بكامل سلاحه للجيش السوداني",https://www.twitter.com/user/status/1647344815342755841,0,0,104,0,0,0,1.75,Report 1-3,2023-04-15,21:03:04,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,8.0,1647344815342755841
Dr. Nazem, @DNazem,2023-06-30 10:06:34,@Mohamed41127289 الشعب هو الذي طالب بالتعبأة العامة ومده بالسلاح للدفاع عن نفسه وعرضه وماله لأن #الجنجويد تركوا قتال #الجيش_السوداني وتوجهوا بفوهات بنادقهم نحو #الشعب_السوداني ، فمحاولاتكم تحريف القرار بأن الجيش عاجز عن القتال فاستعان بالشعب فاشلة ولن تجدوا لها في أرض الواقع مجال.,https://www.twitter.com/user/status/1674721079535841286,0,1,124,0,0,0,0.19,Report 2-3,2023-06-30,10:06:34,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,7.0,1674721079535841286
Nadir🇸🇩🇸🇩🏇🏻🏇🏻🏇🏻, @nadiryyyyy,2023-06-28 18:03:21,@Aleisir عليك الله اخجل من هذه التغريدة الدعم السريع ماسك جميع المواقع الاستراتيجية في الدولة الكيزان والفلول  عن ماذا تتحدث اخجل يا خالد,https://www.twitter.com/user/status/1674116288954658817,0,0,97,0,0,0,0.34,Report 2-1,2023-06-28,18:03:21,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.0,1674116288954658817
Abu Ali.,@AbuAli1900,2023-06-28 19:40:55, @Zainkove نثق في جيشنا مش مهمته الدفاع عننا ركز مع الجيش خليك في ورقك,https://www.twitter.com/user/status/1674140841454063619,0,0,30,0,0,0,0.04,Report 2,2023-06-28,19:40:55,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,9.0,1674140841454063619
Fox,  @ahmedos86395013,2023-06-27 21:34:18,@SalahManaa5 ياخ ك....مك وك....م قائد الدعم السريع,https://www.twitter.com/user/status/1673806990374588417,0,0,17,0,0,0,0.06,Report 2-1,2023-06-27,21:34:18,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1673806990374588417
الدمـــر 🇸🇩, @Aldmr0,2023-06-28 12:41:37,"الحل لنا كسودانيين يتمثل في انتصار الجيش فقط ومهما كانت الخسائر لايوجد خيار ثاني حتي تكون هناك منطقة رمادية او حياد ،الدعم للقوات المسلحة 
#جيش_واحد_شعب_واحد
#الجنجويد_مليشيات_ارهابية https://t.co/f12o3AHjOC",https://www.twitter.com/user/status/1674035320612958210,2,2,210,0,0,0,4.14,Report 2-1,2023-06-28,12:41:37,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,10.0,1674035320612958210
عربي بوست, @arabic_post,2023-06-29 09:42:30,"مساعد #البرهان: العمليات الخاصة ستنهي التمرد في الخرطوم

قال مساعد القائد العام للجيش السوداني، ياسر العطا، الخميس، إن العمليات الخاصة للجيش ستؤدي إلى ""إنهاء التمرد"" في المدن الثلاث بالعاصمة #الخرطوم.
(1) https://t.co/9aWv4uEupB",https://www.twitter.com/user/status/1674352633799405569,4,90,16072,1,2,0,1735.93,Report 2,2023-06-29,09:42:30,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,10.0,1674352633799405569
Saif. Alsheikh1, @Alsheikh1Sa,2023-08-29 04:25:56,"@Escodap1 @alicheaheamer حميدتي عسكري !؟
طيب قبلنا حميدتي  عسكري وفريق اول اركان حرب ..
حميدتي اعلي منصب من رئيس وزراء ..
وهذه الحرب لم تقم لان حميدتي عسكري متمرد كما تقول ..
والا فان الرجل تمرد منذ سنوات برفضه دمج
قواته ..
لماذا حبكت مع الجيش في 15 ابريل 
اعلان حميدتي متمرد وجب قتاله",https://www.twitter.com/user/status/1696378628160750045,0,0,16,0,1,0,1.1,Report 3-2,2023-08-29,04:25:56,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,8.0,1696378628160750045
Mohammed Ben omar, @Mohamme3351093,2023-08-30 09:29:03,@AlArabiya افريقيا تتحرر من العبودية والاستغلال والنهب الغربي والأمريكي لثروات الشعوب بمساعدة الحكام الخونة الذين نصبوهم  فوق رؤوس الشعوب أن الجيش يحمي الوطن والثروات من اللص الغربي.,https://www.twitter.com/user/status/1696817297644548371,0,1,24,0,0,0,0.0,Report 3-1,2023-08-30,09:29:03,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,6.0,1696817297644548371
Mulah Basheer, @basheerkumbal,2023-06-30 16:58:20,@MalikAgarEyre اظنك رجعت السودان والدبيب الروسي مشربك في رجلينك وقطعا سيندم البرهان علي خطوتك هذه التي ستثير حفيظة الأمريكان قبل غيرهم!,https://www.twitter.com/user/status/1674824704438288388,0,0,10,0,0,0,0.13,Report 2-3,2023-06-30,16:58:20,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.0,1674824704438288388
مانديلا, @albd3960,2023-12-30 22:31:55,"@OsMekki @iambaderkhalaf الاثنين لماذا. 
الجيش هو من رفع قيمة الدعم السريع 
الجيش هو من افشل الثورة والتغيير وقتل الأبرياء من الشعب السوداني بتنسوا ليه 
الجيش لو قياداته وطنيه كان قضى على الدعم السريع منذ بداية الثورة...ربما راى لايعجب البعض ولكنها الحقيقه. 
اللهم انصر اخواننا واهلنا واشقاءنا فى السودان",https://www.twitter.com/user/status/1741225632162337211,0,0,53,0,1,0,0.25,Report 5-3,2023-12-30,22:31:55,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,8.0,1741225632162337211
تجاني سليمان Tijani Suliman, @Tijanyzero,2023-08-29 13:57:57,والله يا قحات انتوا انتهيتوا رسمية بعد شوية كلمات من خطاب البرهان دا والله دي ضربة في العنق عديل كدا عديل كدا، قحت ليها خمسة شهر ومن دولة لدولة وما قدرين يطلعو ليهم كلمة واحدة ساي تكون ليها قبول من الشعب السوداني والعالم الخارجي ياخ انتو اسوء سياسية في العالم كلو,https://www.twitter.com/user/status/1696522580461752345,1,4,141,0,0,0,3.79,Report 3-1,2023-08-29,13:57:57,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.0,1696522580461752345
🇸🇩Mohammed Hybta🇸🇩, @Mohammedashool,2023-08-30 11:03:20, @YWatny عشان اذكرك الدعم كان في 17 ولايه تم طرده مع اول ساعات الحرب 😂وللان حاميه عسكريه سقطت ماف ودعايه المدرعات دي م تتكلم عنه لاني 500% متاكد انه في يد الجيش معسكر حطاب سلاح النقل والاشاره سلاح المهمات بحري علي باقي المواقع الذكرته كله في،يد،الجيش انتو مسيطرين علي رهاب وغاشين نفسكم,https://www.twitter.com/user/status/1696841024797090182,0,0,35,0,0,0,0.11,Report 3,2023-08-30,11:03:20,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,7.0,1696841024797090182
ISmaeel, @ISmaeel90526098,2023-04-15 21:55:58,"⭕️عاجل⭕️
السودان: قوات الجيش تهاجم مقرا ""للدعم السريع"" في الخرطوم بالأسلحة الثقيلة",https://www.twitter.com/user/status/1647358128260825096,0,0,225,0,0,0,1.12,Report 1-3,2023-04-15,21:55:58,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0,7.0,1647358128260825096
Mirghani Yousif,1t,2023-06-30 11:04:46,@ameltabidi @Sudanese_Spt نخالفك الرأي أن المعضلة الحقيقية هي العقلية التي أنتجت الدعم السريع ،وان المعركة ينبغي أن تكون ضد العقلية الشريرة تلك ،باعتبار الذي صنع حميدتي وكتائب الأمن الشعبي وكتائب الظل والدفاع الشعبي يمكن أن يستنسخ حميدتي اخر أن النموذج المعدل سيكون اسوا من النموذج   الأصلي,https://www.twitter.com/user/status/1674735725999267843,0,1,20,0,0,0,0.05,Report 2-3,2023-06-30,11:04:46,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,10.0,1674735725999267843
إذاعة النور, @alnourradio,2023-04-15 15:01:14,الجيش السوداني: عناصر معسكرات وحدات الدعم السريع في القضارف وكسلا وقواعد اخرى في الخرطوم سلموا أنفسهم وأسلحتهم للجيش,https://www.twitter.com/user/status/1647253755719450626,0,5,472,0,0,0,172.86,Report 1-1,2023-04-15,15:01:14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,9.0,1647253755719450626
خو فارس#,@ALnassr43b,2023-04-15 14:10:36,@25Wli حميدتي مسوي نفسه يينظم للدوله وبس,https://www.twitter.com/user/status/1647241015420416000,0,0,362,0,0,0,0.03,Report 1-2,2023-04-15,14:10:36,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,8.0,1647241015420416000
عمك ربيع, @Ahmedrabie731,2023-08-31 20:59:11,"ناس الحدث بفتشوا لزول يهاجم الدعم السريع...لامن استضافوا ليهم مجنون. 

#ان_عادوا_عدنا 
#لازم_تقيف 
#لا_للحرب 
#كلنا_ضد_الكيزان https://t.co/6FYvN3lb5I",https://www.twitter.com/user/status/1697353363246223730,4,10,1087,1,6,1,46.87,Report 3-3,2023-08-31,20:59:11,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,9.0,1697353363246223730
SudaneseOnline,@sudaneseonline1,2023-04-15 18:06:29,اين رئيس الدوله البرهان ؟ كتبه ⁨محمد الحسن محمد...  https://t.co/Zv5XKD2HIE https://t.co/JIKa7IUlJw,https://www.twitter.com/user/status/1647300374389313538,0,0,141,0,0,0,128.95,Report 1,2023-04-15,18:06:29,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,9.0,1647300374389313538
MOZA 🎈, @mooza_09,2023-06-27 21:19:00,"@krisha_tokar #البرهان يعلن التعبئة والاستنفار 🔥🔥💪🦅
قناة جغم الجنجويد فيديوهات تلجرام
الخرطوم مقبرة الجنجويد متقق بس ادخلو القناة  وشكرانين
https://t.co/MvqLFWOL3H",https://www.twitter.com/user/status/1673803137381982211,0,0,5,0,0,0,0.01,Report 2-2,2023-06-27,21:19:00,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,7.0,1673803137381982211
Chawki Benzehra شوقي بن زهرة, @ChawkiBenzehra,2023-04-15 15:24:12,ما يحدث في #السودان 🇸🇩 هو نتيجة طبيعية للحكم العسكري 🪖 فإذا كانت تداعياته هناك هي الاقتتال بين الجيش النظامي وقوات الدعم السريع فتداعياته في الجزائر 🇩🇿 هي الطوابير المليونية والفساد الذي نخر الخزينة العمومية وهروب الجزائريين بالآلاف من جحيم العيش في بلد تسيره رداءة الجنرالات❗,https://www.twitter.com/user/status/1647259536472907776,24,323,9203,3,66,0,68.53,Report 1-1,2023-04-15,15:24:12,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,9.0,1647259536472907776
alayamnews, @Dr_Osmanwhab,2023-08-29 09:52:58,إستقبال رسمي لرئيس مجلس السيادة السوداني الفريق أول ركن عبدالفتاح البرهان من قبل نظيره الرئيس المصري المشير عبدالفتاح السيسي بمدينة العلمين الجديدة بمصر https://t.co/ko8Uaklr5w,https://www.twitter.com/user/status/1696460926482821361,0,0,170,0,0,0,5.98,Report 3-2,2023-08-29,09:52:58,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,10.0,1696460926482821361
𝙈.𝙈𝙪𝙩𝙬𝙖𝙡𝙞 💎, @Mutwali_M,2023-06-28 19:59:45,@adnan_afc وعادي نصل لنقطة حميدتي زاتو يرفض التفاوض,https://www.twitter.com/user/status/1674145580023525376,0,1,182,0,1,0,33.92,Report 2,2023-06-28,19:59:45,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.0,1674145580023525376
Albahei, @bahaa708,2023-12-30 17:29:50,@nooooo9199 اي زول بدافع عن أهله وارضه وبيته وماله كوز اي زول متضامن مع الجيش كوز اي زول بقول جيش واحد شعب واحد كوز اي زول بقول الجنجويد حرامية كوز ودة الحاصل لعنة الله على الجنجويد ومن عاونهم ومشى مشيهم وشائعهم,https://www.twitter.com/user/status/1741149607927685405,0,1,100,0,0,0,0.2,Report 5-3,2023-12-30,17:29:50,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,9.0,1741149607927685405
عبد الله المحسي, @Alm7sy11,2023-06-27 23:50:02,"@ajabrah2030 خطاب البرهان موجه لفئة من الشعب تعرف نفسها 

موجه الى شباب عزة السودان وكلهم متدربين ومتعسكرين على حمل السلاح وفكه وتركيبه والرمي 

والى الدفاع الشعبي 

اي شخص ما سوداني لن يفهم",https://www.twitter.com/user/status/1673841147070824449,2,22,760,0,2,0,0.05,Report 2-1,2023-06-27,23:50:02,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.0,1673841147070824449
RTARABIC,@RTarabic,2023-04-15 16:12:05,"""الدعم السريع"" في السودان: سيطرنا على  قاعدتي مروي و جبل أولياء الجويتين (فيديو)  
للمزيد: https://t.co/imbAsN6wRb https://t.co/WnnzFlKDdR",https://www.twitter.com/user/status/1647271584556625923,1,25,12694,0,1,1,12635.9,Report 1-1,2023-04-15,16:12:05,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,10.0,1647271584556625923
معلم ططي^*^~, @alt_tito,2023-06-27 23:07:11,@SalahManaa5 الدعم السريع عليك الله لم يجو يغتصبو اخواتك احرس ليهم الباب ونظم ليهم الطابور بالله,https://www.twitter.com/user/status/1673830363897139200,0,0,3,0,0,0,0.02,Report 2-1,2023-06-27,23:07:11,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,9.0,1673830363897139200
عزه ايره,@azaa_aira,2023-06-29 19:12:31,في اطار عمله كوسيط محايد ، الصليب الأحمر يعلن إطلاق سراح 125 جندياً من القوات المسلحة السودانية كانت تحتجزهم مليشيا الدعم السريع . https://t.co/BqmUde3jDy,https://www.twitter.com/user/status/1674496081382502401,1,10,810,0,0,0,31.42,Report 2,2023-06-29,19:12:31,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,10.0,1674496081382502401
Talk about Sudan, @MohammedCeaser,2023-12-29 17:28:15,"ي اولاد ال*** انتو بتزوروا التاريخ عيني عينك
كيف يعني الكيزان هم العرقلوا اللقاء و حميدتي هو الغير رأيه و الايغاد زوقتها و سمتها مشاكل فنية؟!!
ياخ ***** و *** **** https://t.co/OXyFU1OTOe https://t.co/Tscdg770iE",https://www.twitter.com/user/status/1740786822136078837,0,0,59,0,0,0,0.94,Report 5-1,2023-12-29,17:28:15,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,2.0,1740786822136078837
يونس ود الدكيم, @zooolsudanes,2023-06-30 18:24:20,"سيشهد التاريخ أن الأمم
المتحدة  في حرب إبريل
قد أدانت الدعم السريع
على انتهاكاته ولم تفعل
قوي الحرية والتغيير https://t.co/mTd0Pftq01",https://www.twitter.com/user/status/1674846346191204352,0,7,1351,2,2,0,32.42,Report 2-3,2023-06-30,18:24:20,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,4.0,1674846346191204352
Safaa Hassan Bayomi, @umaltomat,2023-06-27 23:54:14,@StillSUDAN حسبنا الله فيك يا حميدتي وفي جنجويدك المرتزقة الحرامية...,https://www.twitter.com/user/status/1673842204681424903,0,0,20,0,0,0,0.03,Report 2-1,2023-06-27,23:54:14,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,9.0,1673842204681424903
hskojwhr,  @HUSSAMELDEEN78,2023-12-29 02:35:41,"ما تجادلوا الكيزان في مسالة حياة او موت حميدتي بعد كدا حالة الانكار الشديدة والمقصودة والمرصودة لدى جدادھم عبارة عن تمھيد لرفض لقاء جيبوتي القادم بھذھ الحجة الغبية والاكيد كتير من البسطاء حيصدقوھا.
شوفوا كبار صحفيينھم عملوا شنو وقالوا شنو في موعد اللقاء السابق.",https://www.twitter.com/user/status/1740562202585677882,0,0,24,0,0,0,9.21,Report 5-1,2023-12-29,02:35:41,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,7.0,1740562202585677882
Tito, @altahirali6,2023-04-15 20:21:09,@AhmedHimmat كلامو حقد واستفزاز للقوات المسلحة ونفس كلامو انو الضباط ينحازو على حسي خيار الشعب  بمعنى مختصر تعالو الدعم السريع واخر حاجة بشتم في البرهان فرحان انو الدعم السريع مسيطر على كافة المواقع الاستراتيجي للقوات المسلحة,https://www.twitter.com/user/status/1647334265632313347,0,0,262,0,0,0,0.06,Report 1,2023-04-15,20:21:09,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,9.0,1647334265632313347
karim _ كريم, @krymmhm123,2023-04-15 15:40:26, @elgabry7 اقسم بالله حرقه دم ولو دورت علي مين بيدعم حميدتي هتلاقي الامارات,https://www.twitter.com/user/status/1647263619485167621,1,1,605,0,0,0,0.76,Report 1-1,2023-04-15,15:40:26,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,10.0,1647263619485167621
yusuf abdh-يوسف عبده,@yusufabdh53,2023-06-29 07:21:33,@aymansealyousef الجحش وليس الجيش.لذا أقتضى التوضيح,https://www.twitter.com/user/status/1674317163736231936,0,0,28,0,0,0,0.31,Report 2,2023-06-29,07:21:33,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.0,1674317163736231936
ابو انفال, @agababadi,2023-06-29 06:39:04,اهم حسنات الحرب الحاليه انها كشفت لنا ..بربريه وهمجيه قوات الدعم السريع ..وضاعه وعماله  احذاب الحريه والتغيير(قحط ),https://www.twitter.com/user/status/1674306470081339393,0,1,59,0,0,0,0.02,Report 2,2023-06-29,06:39:04,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,8.0,1674306470081339393
مريومة, @mvr_ivm,2023-12-29 07:10:29,"اللهم ببركة الجمعة انصر جيشنا و قواتنا المسلحة على ارذل خلقك الدعم السريع 
اللهم انا مغلوبون فانتصر
اللهم توكلنا عليك و رجوناك فلا تردنا خائبين ياااا ارحم الراحمين يا مجيب الدعوات 
اللهم ردنا الى منازلنا ردا جميلا و اجمعنا باحبابنا على خير يا رحمن يا رحيم",https://www.twitter.com/user/status/1740631357309755648,2,1,102,0,0,0,1.4,Report 5-1,2023-12-29,07:10:29,1,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,8.0,1740631357309755648
